ID,Season,Team1,Seed_1,WScore_1,LScore_1,TeamSpellingCount_1,Team2,Seed_2,LScore_2,WScore_2,TeamSpellingCount_2,seed_diff
2018_1104_1462,2018,1104,9,72.94736842105263,68.0,1,1462,1,62.857142857142854,78.71428571428571,1,8
2018_1112_1113,2018,1112,4,77.86666666666666,69.5,1,1113,11,64.25,89.46666666666667,5,-7
2018_1112_1116,2018,1112,4,77.86666666666666,70.0,1,1116,7,64.25,83.32,1,-3
2018_1112_1120,2018,1112,4,77.86666666666666,75.71428571428571,1,1120,4,64.25,84.05555555555556,1,0
2018_1112_1137,2018,1112,4,77.86666666666666,70.5,1,1137,14,64.25,77.88461538461539,1,-10
2018_1112_1138,2018,1112,4,77.86666666666666,72.8,1,1138,13,64.25,81.6,1,-9
2018_1112_1139,2018,1112,4,77.86666666666666,67.75,1,1139,10,64.25,79.26086956521739,1,-6
2018_1112_1153,2018,1112,4,77.86666666666666,58.4,1,1153,2,64.25,77.24137931034483,1,2
2018_1112_1155,2018,1112,4,77.86666666666666,70.6,1,1155,5,64.25,78.82352941176471,1,-1
2018_1112_1158,2018,1112,4,77.86666666666666,63.22222222222222,1,1158,13,64.25,71.41666666666667,7,-9
2018_1112_1166,2018,1112,4,77.86666666666666,72.0,1,1166,8,64.25,85.125,1,-4
2018_1112_1168,2018,1112,4,77.86666666666666,68.0,1,1168,15,64.25,76.46666666666667,6,-11
2018_1112_1172,2018,1112,4,77.86666666666666,69.73333333333333,1,1172,12,64.25,77.41176470588235,1,-8
2018_1112_1181,2018,1112,4,77.86666666666666,72.625,1,1181,2,64.25,83.03703703703704,1,2
2018_1112_1196,2018,1112,4,77.86666666666666,67.75,1,1196,6,64.25,81.79166666666667,1,-2
2018_1112_1199,2018,1112,4,77.86666666666666,72.25,1,1199,9,64.25,85.72,5,-5
2018_1112_1209,2018,1112,4,77.86666666666666,63.916666666666664,1,1209,15,64.25,78.72222222222223,5,-11
2018_1112_1211,2018,1112,4,77.86666666666666,71.0,1,1211,4,64.25,85.0,1,0
2018_1112_1222,2018,1112,4,77.86666666666666,63.0,1,1222,6,64.25,78.71428571428571,1,-2
2018_1112_1233,2018,1112,4,77.86666666666666,75.58333333333333,1,1233,15,64.25,83.13636363636364,1,-11
2018_1112_1242,2018,1112,4,77.86666666666666,84.75,1,1242,1,64.25,82.42857142857143,1,3
2018_1112_1243,2018,1112,4,77.86666666666666,67.46153846153847,1,1243,9,64.25,74.5,5,-5
2018_1112_1246,2018,1112,4,77.86666666666666,76.2,1,1246,5,64.25,87.62068965517241,1,-1
2018_1112_1252,2018,1112,4,77.86666666666666,75.23076923076923,1,1252,15,64.25,88.52941176470588,1,-11
2018_1112_1254,2018,1112,4,77.86666666666666,66.33333333333333,1,1254,16,64.25,73.89473684210526,6,-12
2018_1112_1260,2018,1112,4,77.86666666666666,68.0,1,1260,11,64.25,74.9375,5,-7
2018_1112_1267,2018,1112,4,77.86666666666666,80.0,1,1267,13,64.25,90.3157894736842,1,-9
2018_1112_1274,2018,1112,4,77.86666666666666,60.0,1,1274,6,64.25,74.28571428571429,6,-2
2018_1112_1276,2018,1112,4,77.86666666666666,68.81818181818181,1,1276,3,64.25,77.54166666666667,1,1
2018_1112_1277,2018,1112,4,77.86666666666666,64.07142857142857,1,1277,3,64.25,77.36842105263158,5,1
2018_1112_1281,2018,1112,4,77.86666666666666,65.91666666666667,1,1281,8,64.25,78.875,1,-4
2018_1112_1285,2018,1112,4,77.86666666666666,72.3125,1,1285,14,64.25,77.125,1,-10
2018_1112_1293,2018,1112,4,77.86666666666666,73.52941176470588,1,1293,12,64.25,84.78571428571429,5,-8
2018_1112_1300,2018,1112,4,77.86666666666666,65.625,1,1300,16,64.25,76.13636363636364,5,-12
2018_1112_1301,2018,1112,4,77.86666666666666,71.3529411764706,1,1301,9,64.25,84.66666666666667,7,-5
2018_1112_1305,2018,1112,4,77.86666666666666,66.83333333333333,1,1305,7,64.25,82.78571428571429,1,-3
2018_1112_1308,2018,1112,4,77.86666666666666,63.2,1,1308,12,64.25,80.28,5,-8
2018_1112_1314,2018,1112,4,77.86666666666666,70.85714285714286,1,1314,2,64.25,87.96153846153847,3,2
2018_1112_1326,2018,1112,4,77.86666666666666,70.26666666666667,1,1326,5,64.25,75.0,5,-1
2018_1112_1328,2018,1112,4,77.86666666666666,67.9,1,1328,10,64.25,82.18181818181819,1,-6
2018_1112_1335,2018,1112,4,77.86666666666666,63.06666666666667,1,1335,16,64.25,75.53846153846153,2,-12
2018_1112_1344,2018,1112,4,77.86666666666666,64.08333333333333,1,1344,10,64.25,73.95,1,-6
2018_1112_1345,2018,1112,4,77.86666666666666,74.28571428571429,1,1345,2,64.25,81.76,1,2
2018_1112_1347,2018,1112,4,77.86666666666666,57.94444444444444,1,1347,16,64.25,72.83333333333333,1,-12
2018_1112_1348,2018,1112,4,77.86666666666666,64.66666666666667,1,1348,7,64.25,76.625,2,-3
2018_1112_1355,2018,1112,4,77.86666666666666,71.625,1,1355,12,64.25,82.5625,5,-8
2018_1112_1361,2018,1112,4,77.86666666666666,62.57142857142857,1,1361,11,64.25,72.38888888888889,6,-7
2018_1112_1371,2018,1112,4,77.86666666666666,64.81818181818181,1,1371,8,64.25,77.76190476190476,2,-4
2018_1112_1372,2018,1112,4,77.86666666666666,64.07142857142857,1,1372,14,64.25,72.26666666666667,4,-10
2018_1112_1382,2018,1112,4,77.86666666666666,70.91666666666667,1,1382,11,64.25,80.4,3,-7
2018_1112_1393,2018,1112,4,77.86666666666666,65.42857142857143,1,1393,11,64.25,83.77777777777777,1,-7
2018_1112_1395,2018,1112,4,77.86666666666666,67.4,1,1395,6,64.25,78.83333333333333,3,-2
2018_1112_1397,2018,1112,4,77.86666666666666,66.375,1,1397,3,64.25,81.73333333333333,1,1
2018_1112_1400,2018,1112,4,77.86666666666666,62.36363636363637,1,1400,10,64.25,76.63636363636364,1,-6
2018_1112_1401,2018,1112,4,77.86666666666666,62.8,1,1401,7,64.25,77.125,3,-3
2018_1112_1403,2018,1112,4,77.86666666666666,64.57142857142857,1,1403,3,64.25,80.11111111111111,2,1
2018_1112_1411,2018,1112,4,77.86666666666666,70.0,1,1411,16,64.25,76.47826086956522,3,-12
2018_1112_1417,2018,1112,4,77.86666666666666,80.75,1,1417,11,64.25,91.6896551724138,1,-7
2018_1112_1420,2018,1112,4,77.86666666666666,71.08333333333333,1,1420,16,64.25,87.5,5,-12
2018_1112_1422,2018,1112,4,77.86666666666666,64.88888888888889,1,1422,13,64.25,76.04545454545455,6,-9
2018_1112_1437,2018,1112,4,77.86666666666666,65.33333333333333,1,1437,1,64.25,78.87096774193549,1,3
2018_1112_1438,2018,1112,4,77.86666666666666,59.2,1,1438,1,64.25,69.95454545454545,1,3
2018_1112_1439,2018,1112,4,77.86666666666666,72.2,1,1439,8,64.25,82.45454545454545,2,-4
2018_1112_1452,2018,1112,4,77.86666666666666,75.75,1,1452,5,64.25,83.88461538461539,2,-1
2018_1112_1455,2018,1112,4,77.86666666666666,65.5,1,1455,4,64.25,84.17241379310344,6,0
2018_1112_1460,2018,1112,4,77.86666666666666,68.75,1,1460,14,64.25,80.33333333333333,5,-10
2018_1112_1462,2018,1112,4,77.86666666666666,68.0,1,1462,1,64.25,78.71428571428571,1,3
2018_1113_1116,2018,1113,11,89.46666666666667,70.0,5,1116,7,69.5,83.32,1,4
2018_1113_1120,2018,1113,11,89.46666666666667,75.71428571428571,5,1120,4,69.5,84.05555555555556,1,7
2018_1113_1137,2018,1113,11,89.46666666666667,70.5,5,1137,14,69.5,77.88461538461539,1,-3
2018_1113_1138,2018,1113,11,89.46666666666667,72.8,5,1138,13,69.5,81.6,1,-2
2018_1113_1139,2018,1113,11,89.46666666666667,67.75,5,1139,10,69.5,79.26086956521739,1,1
2018_1113_1153,2018,1113,11,89.46666666666667,58.4,5,1153,2,69.5,77.24137931034483,1,9
2018_1113_1155,2018,1113,11,89.46666666666667,70.6,5,1155,5,69.5,78.82352941176471,1,6
2018_1113_1158,2018,1113,11,89.46666666666667,63.22222222222222,5,1158,13,69.5,71.41666666666667,7,-2
2018_1113_1166,2018,1113,11,89.46666666666667,72.0,5,1166,8,69.5,85.125,1,3
2018_1113_1168,2018,1113,11,89.46666666666667,68.0,5,1168,15,69.5,76.46666666666667,6,-4
2018_1113_1172,2018,1113,11,89.46666666666667,69.73333333333333,5,1172,12,69.5,77.41176470588235,1,-1
2018_1113_1181,2018,1113,11,89.46666666666667,72.625,5,1181,2,69.5,83.03703703703704,1,9
2018_1113_1196,2018,1113,11,89.46666666666667,67.75,5,1196,6,69.5,81.79166666666667,1,5
2018_1113_1199,2018,1113,11,89.46666666666667,72.25,5,1199,9,69.5,85.72,5,2
2018_1113_1209,2018,1113,11,89.46666666666667,63.916666666666664,5,1209,15,69.5,78.72222222222223,5,-4
2018_1113_1211,2018,1113,11,89.46666666666667,71.0,5,1211,4,69.5,85.0,1,7
2018_1113_1222,2018,1113,11,89.46666666666667,63.0,5,1222,6,69.5,78.71428571428571,1,5
2018_1113_1233,2018,1113,11,89.46666666666667,75.58333333333333,5,1233,15,69.5,83.13636363636364,1,-4
2018_1113_1242,2018,1113,11,89.46666666666667,84.75,5,1242,1,69.5,82.42857142857143,1,10
2018_1113_1243,2018,1113,11,89.46666666666667,67.46153846153847,5,1243,9,69.5,74.5,5,2
2018_1113_1246,2018,1113,11,89.46666666666667,76.2,5,1246,5,69.5,87.62068965517241,1,6
2018_1113_1252,2018,1113,11,89.46666666666667,75.23076923076923,5,1252,15,69.5,88.52941176470588,1,-4
2018_1113_1254,2018,1113,11,89.46666666666667,66.33333333333333,5,1254,16,69.5,73.89473684210526,6,-5
2018_1113_1260,2018,1113,11,89.46666666666667,68.0,5,1260,11,69.5,74.9375,5,0
2018_1113_1267,2018,1113,11,89.46666666666667,80.0,5,1267,13,69.5,90.3157894736842,1,-2
2018_1113_1274,2018,1113,11,89.46666666666667,60.0,5,1274,6,69.5,74.28571428571429,6,5
2018_1113_1276,2018,1113,11,89.46666666666667,68.81818181818181,5,1276,3,69.5,77.54166666666667,1,8
2018_1113_1277,2018,1113,11,89.46666666666667,64.07142857142857,5,1277,3,69.5,77.36842105263158,5,8
2018_1113_1281,2018,1113,11,89.46666666666667,65.91666666666667,5,1281,8,69.5,78.875,1,3
2018_1113_1285,2018,1113,11,89.46666666666667,72.3125,5,1285,14,69.5,77.125,1,-3
2018_1113_1293,2018,1113,11,89.46666666666667,73.52941176470588,5,1293,12,69.5,84.78571428571429,5,-1
2018_1113_1300,2018,1113,11,89.46666666666667,65.625,5,1300,16,69.5,76.13636363636364,5,-5
2018_1113_1301,2018,1113,11,89.46666666666667,71.3529411764706,5,1301,9,69.5,84.66666666666667,7,2
2018_1113_1305,2018,1113,11,89.46666666666667,66.83333333333333,5,1305,7,69.5,82.78571428571429,1,4
2018_1113_1308,2018,1113,11,89.46666666666667,63.2,5,1308,12,69.5,80.28,5,-1
2018_1113_1314,2018,1113,11,89.46666666666667,70.85714285714286,5,1314,2,69.5,87.96153846153847,3,9
2018_1113_1326,2018,1113,11,89.46666666666667,70.26666666666667,5,1326,5,69.5,75.0,5,6
2018_1113_1328,2018,1113,11,89.46666666666667,67.9,5,1328,10,69.5,82.18181818181819,1,1
2018_1113_1335,2018,1113,11,89.46666666666667,63.06666666666667,5,1335,16,69.5,75.53846153846153,2,-5
2018_1113_1344,2018,1113,11,89.46666666666667,64.08333333333333,5,1344,10,69.5,73.95,1,1
2018_1113_1345,2018,1113,11,89.46666666666667,74.28571428571429,5,1345,2,69.5,81.76,1,9
2018_1113_1347,2018,1113,11,89.46666666666667,57.94444444444444,5,1347,16,69.5,72.83333333333333,1,-5
2018_1113_1348,2018,1113,11,89.46666666666667,64.66666666666667,5,1348,7,69.5,76.625,2,4
2018_1113_1355,2018,1113,11,89.46666666666667,71.625,5,1355,12,69.5,82.5625,5,-1
2018_1113_1361,2018,1113,11,89.46666666666667,62.57142857142857,5,1361,11,69.5,72.38888888888889,6,0
2018_1113_1371,2018,1113,11,89.46666666666667,64.81818181818181,5,1371,8,69.5,77.76190476190476,2,3
2018_1113_1372,2018,1113,11,89.46666666666667,64.07142857142857,5,1372,14,69.5,72.26666666666667,4,-3
2018_1113_1382,2018,1113,11,89.46666666666667,70.91666666666667,5,1382,11,69.5,80.4,3,0
2018_1113_1393,2018,1113,11,89.46666666666667,65.42857142857143,5,1393,11,69.5,83.77777777777777,1,0
2018_1113_1395,2018,1113,11,89.46666666666667,67.4,5,1395,6,69.5,78.83333333333333,3,5
2018_1113_1397,2018,1113,11,89.46666666666667,66.375,5,1397,3,69.5,81.73333333333333,1,8
2018_1113_1400,2018,1113,11,89.46666666666667,62.36363636363637,5,1400,10,69.5,76.63636363636364,1,1
2018_1113_1401,2018,1113,11,89.46666666666667,62.8,5,1401,7,69.5,77.125,3,4
2018_1113_1403,2018,1113,11,89.46666666666667,64.57142857142857,5,1403,3,69.5,80.11111111111111,2,8
2018_1113_1411,2018,1113,11,89.46666666666667,70.0,5,1411,16,69.5,76.47826086956522,3,-5
2018_1113_1417,2018,1113,11,89.46666666666667,80.75,5,1417,11,69.5,91.6896551724138,1,0
2018_1113_1420,2018,1113,11,89.46666666666667,71.08333333333333,5,1420,16,69.5,87.5,5,-5
2018_1113_1422,2018,1113,11,89.46666666666667,64.88888888888889,5,1422,13,69.5,76.04545454545455,6,-2
2018_1113_1437,2018,1113,11,89.46666666666667,65.33333333333333,5,1437,1,69.5,78.87096774193549,1,10
2018_1113_1438,2018,1113,11,89.46666666666667,59.2,5,1438,1,69.5,69.95454545454545,1,10
2018_1113_1439,2018,1113,11,89.46666666666667,72.2,5,1439,8,69.5,82.45454545454545,2,3
2018_1113_1452,2018,1113,11,89.46666666666667,75.75,5,1452,5,69.5,83.88461538461539,2,6
2018_1113_1455,2018,1113,11,89.46666666666667,65.5,5,1455,4,69.5,84.17241379310344,6,7
2018_1113_1460,2018,1113,11,89.46666666666667,68.75,5,1460,14,69.5,80.33333333333333,5,-3
2018_1113_1462,2018,1113,11,89.46666666666667,68.0,5,1462,1,69.5,78.71428571428571,1,10
2018_1116_1120,2018,1116,7,83.32,75.71428571428571,1,1120,4,70.0,84.05555555555556,1,3
2018_1116_1137,2018,1116,7,83.32,70.5,1,1137,14,70.0,77.88461538461539,1,-7
2018_1116_1138,2018,1116,7,83.32,72.8,1,1138,13,70.0,81.6,1,-6
2018_1116_1139,2018,1116,7,83.32,67.75,1,1139,10,70.0,79.26086956521739,1,-3
2018_1116_1153,2018,1116,7,83.32,58.4,1,1153,2,70.0,77.24137931034483,1,5
2018_1116_1155,2018,1116,7,83.32,70.6,1,1155,5,70.0,78.82352941176471,1,2
2018_1116_1158,2018,1116,7,83.32,63.22222222222222,1,1158,13,70.0,71.41666666666667,7,-6
2018_1116_1166,2018,1116,7,83.32,72.0,1,1166,8,70.0,85.125,1,-1
2018_1116_1168,2018,1116,7,83.32,68.0,1,1168,15,70.0,76.46666666666667,6,-8
2018_1116_1172,2018,1116,7,83.32,69.73333333333333,1,1172,12,70.0,77.41176470588235,1,-5
2018_1116_1181,2018,1116,7,83.32,72.625,1,1181,2,70.0,83.03703703703704,1,5
2018_1116_1196,2018,1116,7,83.32,67.75,1,1196,6,70.0,81.79166666666667,1,1
2018_1116_1199,2018,1116,7,83.32,72.25,1,1199,9,70.0,85.72,5,-2
2018_1116_1209,2018,1116,7,83.32,63.916666666666664,1,1209,15,70.0,78.72222222222223,5,-8
2018_1116_1211,2018,1116,7,83.32,71.0,1,1211,4,70.0,85.0,1,3
2018_1116_1222,2018,1116,7,83.32,63.0,1,1222,6,70.0,78.71428571428571,1,1
2018_1116_1233,2018,1116,7,83.32,75.58333333333333,1,1233,15,70.0,83.13636363636364,1,-8
2018_1116_1242,2018,1116,7,83.32,84.75,1,1242,1,70.0,82.42857142857143,1,6
2018_1116_1243,2018,1116,7,83.32,67.46153846153847,1,1243,9,70.0,74.5,5,-2
2018_1116_1246,2018,1116,7,83.32,76.2,1,1246,5,70.0,87.62068965517241,1,2
2018_1116_1252,2018,1116,7,83.32,75.23076923076923,1,1252,15,70.0,88.52941176470588,1,-8
2018_1116_1254,2018,1116,7,83.32,66.33333333333333,1,1254,16,70.0,73.89473684210526,6,-9
2018_1116_1260,2018,1116,7,83.32,68.0,1,1260,11,70.0,74.9375,5,-4
2018_1116_1267,2018,1116,7,83.32,80.0,1,1267,13,70.0,90.3157894736842,1,-6
2018_1116_1274,2018,1116,7,83.32,60.0,1,1274,6,70.0,74.28571428571429,6,1
2018_1116_1276,2018,1116,7,83.32,68.81818181818181,1,1276,3,70.0,77.54166666666667,1,4
2018_1116_1277,2018,1116,7,83.32,64.07142857142857,1,1277,3,70.0,77.36842105263158,5,4
2018_1116_1281,2018,1116,7,83.32,65.91666666666667,1,1281,8,70.0,78.875,1,-1
2018_1116_1285,2018,1116,7,83.32,72.3125,1,1285,14,70.0,77.125,1,-7
2018_1116_1293,2018,1116,7,83.32,73.52941176470588,1,1293,12,70.0,84.78571428571429,5,-5
2018_1116_1300,2018,1116,7,83.32,65.625,1,1300,16,70.0,76.13636363636364,5,-9
2018_1116_1301,2018,1116,7,83.32,71.3529411764706,1,1301,9,70.0,84.66666666666667,7,-2
2018_1116_1305,2018,1116,7,83.32,66.83333333333333,1,1305,7,70.0,82.78571428571429,1,0
2018_1116_1308,2018,1116,7,83.32,63.2,1,1308,12,70.0,80.28,5,-5
2018_1116_1314,2018,1116,7,83.32,70.85714285714286,1,1314,2,70.0,87.96153846153847,3,5
2018_1116_1326,2018,1116,7,83.32,70.26666666666667,1,1326,5,70.0,75.0,5,2
2018_1116_1328,2018,1116,7,83.32,67.9,1,1328,10,70.0,82.18181818181819,1,-3
2018_1116_1335,2018,1116,7,83.32,63.06666666666667,1,1335,16,70.0,75.53846153846153,2,-9
2018_1116_1344,2018,1116,7,83.32,64.08333333333333,1,1344,10,70.0,73.95,1,-3
2018_1116_1345,2018,1116,7,83.32,74.28571428571429,1,1345,2,70.0,81.76,1,5
2018_1116_1347,2018,1116,7,83.32,57.94444444444444,1,1347,16,70.0,72.83333333333333,1,-9
2018_1116_1348,2018,1116,7,83.32,64.66666666666667,1,1348,7,70.0,76.625,2,0
2018_1116_1355,2018,1116,7,83.32,71.625,1,1355,12,70.0,82.5625,5,-5
2018_1116_1361,2018,1116,7,83.32,62.57142857142857,1,1361,11,70.0,72.38888888888889,6,-4
2018_1116_1371,2018,1116,7,83.32,64.81818181818181,1,1371,8,70.0,77.76190476190476,2,-1
2018_1116_1372,2018,1116,7,83.32,64.07142857142857,1,1372,14,70.0,72.26666666666667,4,-7
2018_1116_1382,2018,1116,7,83.32,70.91666666666667,1,1382,11,70.0,80.4,3,-4
2018_1116_1393,2018,1116,7,83.32,65.42857142857143,1,1393,11,70.0,83.77777777777777,1,-4
2018_1116_1395,2018,1116,7,83.32,67.4,1,1395,6,70.0,78.83333333333333,3,1
2018_1116_1397,2018,1116,7,83.32,66.375,1,1397,3,70.0,81.73333333333333,1,4
2018_1116_1400,2018,1116,7,83.32,62.36363636363637,1,1400,10,70.0,76.63636363636364,1,-3
2018_1116_1401,2018,1116,7,83.32,62.8,1,1401,7,70.0,77.125,3,0
2018_1116_1403,2018,1116,7,83.32,64.57142857142857,1,1403,3,70.0,80.11111111111111,2,4
2018_1116_1411,2018,1116,7,83.32,70.0,1,1411,16,70.0,76.47826086956522,3,-9
2018_1116_1417,2018,1116,7,83.32,80.75,1,1417,11,70.0,91.6896551724138,1,-4
2018_1116_1420,2018,1116,7,83.32,71.08333333333333,1,1420,16,70.0,87.5,5,-9
2018_1116_1422,2018,1116,7,83.32,64.88888888888889,1,1422,13,70.0,76.04545454545455,6,-6
2018_1116_1437,2018,1116,7,83.32,65.33333333333333,1,1437,1,70.0,78.87096774193549,1,6
2018_1116_1438,2018,1116,7,83.32,59.2,1,1438,1,70.0,69.95454545454545,1,6
2018_1116_1439,2018,1116,7,83.32,72.2,1,1439,8,70.0,82.45454545454545,2,-1
